"ID","Gender","Own_car","Own_property","Work_phone","Phone","Email","Unemployed","Num_children","Num_family","Account_length","Total_income","Age","Years_employed","Income_type","Family_status","Housing_type","Occupation_type","Target","E_score"
5009027,0,1,1,0,0,1,0,0,2,21,270000,54.3775710657987,29.6871256767764,"Commercial associate","Married","House / apartment","Laborers",0,1
5009028,0,1,1,0,0,0,0,0,2,17,225000,39.5627562509839,7.60316775840709,"Commercial associate","Married","House / apartment","Laborers",1,1
5009031,0,0,1,0,0,0,0,0,1,13,315000,28.8958705517567,3.26906096634428,"Working","Single / not married","House / apartment","Accountants",0,1
5009033,0,0,0,0,0,0,1,0,2,16,255150,51.1495787045593,0,"Pensioner","Civil marriage","Rented apartment","Other",0,2
5009039,0,0,1,0,0,0,0,2,3,8,157500,39.2232557821174,1.51953838887862,"Working","Single / not married","House / apartment","Core staff",0,1
5009042,0,0,1,0,0,0,0,0,2,20,148500,48.2994175102843,2.43399932921278,"Working","Married","House / apartment","Core staff",0,3
5009050,0,0,1,0,0,1,0,2,4,34,202500,30.1087633558526,6.26706913899669,"Working","Married","House / apartment","Core staff",0,3
5009056,1,0,1,1,0,0,0,0,1,24,202500,24.2605939889252,2.43399932921278,"Working","Single / not married","House / apartment","Drivers",0,1
5009058,0,1,1,0,1,1,0,0,1,0,112500,20.5041855753369,2.18211188456984,"Commercial associate","Single / not married","House / apartment","Private service staff",0,1
5009060,0,0,1,0,1,0,1,0,2,3,94500,61.1402013730604,0,"Pensioner","Married","House / apartment","Other",0,3
5009062,1,1,1,0,0,0,0,0,2,45,315000,28.6111282230299,5.68663285351513,"Working","Civil marriage","House / apartment","Sales staff",0,1
5009071,0,1,1,0,1,1,0,0,2,20,270000,28.10187751973,8.68737893317453,"Commercial associate","Civil marriage","Municipal apartment","High skill tech staff",0,2
5009074,0,1,1,0,1,1,0,1,3,22,450000,48.5321396058783,1.93843816094786,"State servant","Married","House / apartment","Core staff",0,3
5009078,1,0,1,0,0,0,0,1,3,30,180000,38.6647227526917,3.52094841098722,"Working","Married","With parents","Drivers",0,1
5009079,0,0,1,0,0,1,0,0,2,43,112500,27.5542961183323,8.68737893317453,"Working","Civil marriage","House / apartment","Laborers",0,3
5009083,1,0,1,0,0,0,0,0,2,51,90000,56.211968760481,15.6882071500441,"Working","Married","House / apartment","Drivers",0,1
5009088,1,1,0,0,0,0,0,2,4,46,202500,40.3293702129407,8.18360404388865,"Commercial associate","Married","House / apartment","Laborers",0,3
5009090,1,1,1,0,0,0,0,0,2,13,247500,34.5742896842509,11.0200757031287,"Working","Married","House / apartment","Drivers",0,1
5009092,1,1,1,1,0,0,0,1,3,3,765000,33.3942517642388,3.26906096634428,"Working","Married","House / apartment","Managers",1,3
5009096,0,0,1,0,0,1,0,1,3,24,270000,37.4518299485958,12.0221496676865,"Commercial associate","Married","House / apartment","Accountants",0,1
5009099,0,0,1,0,0,0,0,0,1,56,315000,36.3347638897445,1.51953838887862,"Working","Separated","House / apartment","Managers",0,3
5009103,1,1,1,0,1,0,0,2,4,38,157500,35.2067462028652,11.1049508203454,"Working","Married","With parents","Drivers",0,1
5009108,1,0,1,0,0,0,0,0,2,7,360000,41.9474732540709,7.52103054819743,"Commercial associate","Married","House / apartment","Security staff",0,1
5009110,0,0,1,0,0,1,0,0,2,3,112500,24.2085737557924,0.854226986180414,"Commercial associate","Married","House / apartment","High skill tech staff",1,3
5009116,0,0,0,0,0,0,0,0,1,35,157500,43.0864425689781,1.18277582701904,"Commercial associate","Separated","With parents","Other",0,3
5009133,1,0,1,0,0,0,1,0,1,16,382500,59.3386585624619,0,"Pensioner","Widow","House / apartment","Other",0,1
5009141,0,0,0,1,1,0,0,0,2,33,135000,26.439967966488,4.27113493090207,"Working","Civil marriage","House / apartment","Managers",0,1
5009143,1,1,0,0,0,0,1,0,2,11,225000,50.0735812508128,0,"Pensioner","Civil marriage","House / apartment","Other",1,1
5009145,1,1,0,1,1,0,0,0,2,36,315000,43.3273783855931,10.1850140659972,"Working","Married","House / apartment","Managers",0,3
5009151,0,0,0,0,0,0,0,0,2,29,180000,53.5945296618,7.94266822727366,"Working","Married","House / apartment","Sales staff",0,1
5009163,0,0,0,0,1,0,0,0,2,12,157500,35.3600689952566,8.69011684018152,"Working","Married","House / apartment","Sales staff",0,1
5009170,0,1,0,0,1,1,1,0,2,30,144000,62.6350985988761,0,"Pensioner","Married","House / apartment","Other",0,1
5009177,1,1,0,0,0,0,0,0,2,49,229500,50.1721459030644,3.43881120077757,"Working","Married","Co-op apartment","Laborers",1,2
5009186,0,0,0,1,1,0,0,0,2,3,270000,48.113239833809,15.8579573844774,"Working","Married","House / apartment","Managers",1,3
5009195,0,0,0,1,1,0,0,0,2,21,292500,57.3673655174302,23.7759844486882,"State servant","Married","House / apartment","Accountants",0,1
5009213,0,0,0,1,1,0,0,0,2,22,270000,33.7666071171893,2.35460002601012,"Working","Married","House / apartment","Accountants",0,3
5009220,0,1,0,1,0,0,0,0,2,27,225000,40.1568820715004,2.18484979157683,"Working","Married","House / apartment","Managers",0,1
5009238,1,1,0,0,1,0,0,0,2,24,157500,29.0519312511551,2.68862468086271,"Working","Married","With parents","Drivers",0,2
5009242,0,0,0,0,1,0,0,0,1,34,74250,52.2447415073547,14.3548464376407,"Working","Separated","Municipal apartment","Core staff",0,3
5009246,0,0,0,0,1,0,0,0,2,31,135000,38.8810174062438,5.85638308794842,"Commercial associate","Married","House / apartment","Other",0,1
5009249,1,1,0,1,0,0,0,1,3,26,135000,27.2613400685846,2.52161235343642,"Working","Married","House / apartment","Drivers",0,1
5009255,0,0,0,0,0,0,0,0,1,6,144000,43.7243749016065,24.6055702718057,"Working","Single / not married","House / apartment","Cleaning staff",0,1
5009260,0,0,0,0,1,0,0,0,2,19,202500,39.8694018357666,3.52368631799421,"State servant","Married","With parents","Core staff",0,3
5009264,0,0,0,0,0,0,1,0,1,21,40500,57.7451966843946,0,"Pensioner","Single / not married","House / apartment","Other",1,1
5009265,1,1,0,1,1,0,0,0,2,47,337500,28.107353333744,4.52302237554501,"State servant","Married","With parents","Managers",0,3
5009270,1,0,0,0,1,0,0,0,2,28,180000,40.4690034702971,6.68870681807292,"Commercial associate","Married","Municipal apartment","Laborers",0,1
5009278,0,0,0,0,1,0,0,0,2,20,130500,41.451912085806,13.1857601456567,"Working","Civil marriage","House / apartment","Cleaning staff",0,1
5009295,0,0,0,0,1,0,1,0,2,33,144000,57.6083013340452,0,"Pensioner","Married","House / apartment","Other",0,1
5009297,0,0,0,0,1,0,0,0,1,22,193500,44.077564905508,5.10893447504055,"Working","Single / not married","Municipal apartment","Laborers",1,1
5009302,0,0,0,0,0,0,1,0,1,25,112500,60.4009664811735,0,"Pensioner","Widow","House / apartment","Other",0,1
5009306,0,1,0,0,1,1,1,0,2,60,135000,55.1414471207485,0,"Pensioner","Married","House / apartment","Other",0,1
5009325,1,1,0,0,1,0,0,0,2,16,267750,57.4714059836958,12.9420864220347,"Working","Married","House / apartment","Laborers",0,3
5009335,0,0,0,0,0,0,0,0,1,9,139500,44.3623072342348,19.4391397496184,"Working","Separated","House / apartment","Managers",0,3
5009338,1,0,0,1,1,0,0,0,2,12,67500,51.1276754485034,14.521858765067,"Working","Married","House / apartment","Security staff",0,1
5009340,1,1,0,0,0,0,0,0,2,57,252000,29.4325003251265,6.68870681807292,"Working","Married","House / apartment","High skill tech staff",0,1
5009349,1,0,0,0,1,0,0,0,2,30,180000,57.9204227328419,0.355927910908506,"Commercial associate","Married","House / apartment","Drivers",0,1
5009355,0,0,0,1,1,0,0,0,2,25,135000,53.9148647816177,14.4369836478504,"Commercial associate","Married","House / apartment","Laborers",0,1
5009359,0,1,0,0,0,0,0,0,1,15,9e+05,52.1927212742219,20.2714634797429,"Working","Single / not married","House / apartment","Managers",1,3
5009361,1,1,0,1,0,0,0,0,2,47,180000,40.7044634728981,1.60441350609527,"Commercial associate","Civil marriage","House / apartment","Drivers",0,3
5009368,1,1,0,0,1,1,1,0,2,40,115290,63.4838497710425,0,"Pensioner","Married","House / apartment","Other",0,1
5009378,0,0,0,1,0,1,0,2,4,39,225000,30.8863289458374,4.77490982018796,"Working","Married","House / apartment","Core staff",0,3
5009379,1,1,0,1,0,0,0,1,3,32,135000,25.8184630759016,3.27179887335127,"Working","Married","House / apartment","Sales staff",0,1
5009383,0,0,0,0,1,0,0,0,2,30,450000,40.2965153288569,15.2720452849819,"State servant","Married","House / apartment","Managers",0,3
5009389,1,0,0,0,0,0,0,0,1,21,279000,30.2319691711671,8.69011684018152,"State servant","Single / not married","House / apartment","Core staff",1,3
5009396,0,0,0,1,0,0,0,1,3,55,76500,34.2402650293983,1.35526396845931,"Working","Civil marriage","House / apartment","Accountants",0,3
5009402,1,0,0,1,1,0,0,0,2,7,202500,56.4118359719912,0.689952565761104,"Commercial associate","Married","House / apartment","Security staff",0,1
5009404,0,0,0,0,1,0,0,2,4,7,67500,28.2853172891983,1.18551373402602,"Commercial associate","Married","House / apartment","Core staff",0,3
5009405,1,0,0,1,1,0,0,0,2,20,234000,38.119879258301,6.26980704600368,"Working","Married","House / apartment","Drivers",0,2
5009415,0,0,0,1,1,0,0,0,1,7,90000,52.8525568629061,1.27038885124267,"Working","Single / not married","House / apartment","Core staff",1,1
5009423,0,0,0,0,0,0,0,0,2,9,81000,53.5781022197581,2.77349979807936,"Working","Civil marriage","House / apartment","Security staff",0,1
5009424,1,0,0,1,0,0,0,0,1,38,108000,22.40155513118,3.60582352820386,"Working","Single / not married","Co-op apartment","Cooking staff",1,1
5009426,1,0,0,0,0,0,1,0,2,10,99000,54.6048173473788,0,"Pensioner","Married","House / apartment","Other",0,1
5009428,1,0,0,1,0,0,0,0,1,14,198000,23.7020609594995,3.18692375613462,"Working","Single / not married","With parents","Laborers",0,1
5009431,1,1,0,1,1,0,0,0,2,13,360000,40.6168504486745,3.27179887335127,"State servant","Married","Municipal apartment","Drivers",0,3
5009435,0,0,0,0,1,0,1,0,2,23,135000,54.5938657193508,0,"Pensioner","Married","House / apartment","Other",0,1
5009436,0,0,0,0,0,0,1,0,2,3,76500,64.2860565240902,0,"Pensioner","Married","House / apartment","Other",0,1
5009441,0,0,0,0,1,0,0,0,2,7,90000,25.9799995893139,4.60515958575467,"State servant","Married","House / apartment","Other",0,1
5009445,0,1,0,1,0,0,0,0,2,16,270000,37.9337015818258,2.02331327816451,"Commercial associate","Civil marriage","House / apartment","Other",1,2
5009447,1,1,0,1,0,0,0,0,2,7,81000,39.5216876458791,9.27055312566309,"Working","Married","With parents","Drivers",0,1
5009450,0,0,0,0,1,0,0,0,2,31,202500,47.2946056387195,3.69069864542051,"State servant","Married","House / apartment","Laborers",0,3
5009459,0,0,0,1,1,0,0,0,2,28,157500,53.9422438516876,27.0231421589766,"Working","Married","House / apartment","Other",0,1
5009473,0,0,0,0,1,0,0,0,2,54,180000,36.2526266795348,12.1864240881058,"Commercial associate","Married","House / apartment","Other",0,3
5009484,0,0,0,0,0,0,0,0,2,54,135000,33.2108119947706,2.18484979157683,"Working","Married","Municipal apartment","Cooking staff",0,1
5009487,0,0,0,0,0,0,0,2,4,58,135000,26.6562626200401,7.85779311005702,"Working","Married","House / apartment","Other",0,1
5009490,1,1,0,1,1,0,0,0,2,39,135000,44.3431418851859,17.0243057694545,"Commercial associate","Married","House / apartment","Laborers",0,1
5009493,1,1,0,1,0,1,0,0,2,46,270000,32.0499394238075,3.18692375613462,"Commercial associate","Married","House / apartment","Drivers",0,1
5009507,0,0,0,0,1,0,0,0,2,11,202500,44.080302812515,13.5225227075162,"Working","Married","House / apartment","Core staff",0,3
5009512,0,0,0,0,0,0,0,0,2,22,157500,46.2377735340219,7.35675612777812,"Working","Married","House / apartment","Core staff",0,2
5009518,1,1,0,1,0,0,0,2,4,3,180000,34.1225350280978,5.94125820516506,"Working","Married","House / apartment","Laborers",0,2
5009523,1,1,0,1,0,0,0,1,2,10,112500,32.8494082698481,3.10752445293196,"Working","Separated","Co-op apartment","Laborers",0,1
5009526,0,1,0,0,1,0,0,0,2,16,157500,37.2081562249738,2.68862468086271,"Commercial associate","Married","House / apartment","Other",0,1
5009536,1,1,0,1,0,0,0,0,2,15,216000,42.3143527930074,2.43673723621977,"Working","Married","House / apartment","Laborers",0,1
5009537,0,1,0,1,1,0,0,0,2,56,202500,42.5114820975106,4.77490982018796,"Commercial associate","Married","House / apartment","Sales staff",0,1
5009543,0,0,0,0,0,0,0,0,2,59,198000,51.5082445224748,26.689117504124,"Commercial associate","Civil marriage","House / apartment","Laborers",0,1
5009562,0,0,0,0,1,0,1,0,1,33,157500,55.5849880558807,0,"Pensioner","Widow","House / apartment","Other",0,1
5009565,1,1,0,1,1,0,0,0,2,39,180000,41.4875048768969,8.60524172296488,"Working","Married","House / apartment","Laborers",0,1
5009575,0,1,0,0,0,0,0,0,2,23,315000,46.7470242373218,2.18484979157683,"Working","Married","House / apartment","Accountants",0,1
5009577,0,0,0,0,0,0,1,0,2,23,112500,58.361225760967,0,"Pensioner","Married","House / apartment","Other",0,1
5009582,0,0,0,0,0,0,0,0,1,40,90000,31.9842296556397,1.85630095073821,"Working","Separated","House / apartment","Sales staff",1,1
5009585,0,0,0,0,1,0,0,0,1,30,45000,39.3546753184528,2.18484979157683,"Working","Separated","House / apartment","Sales staff",0,1
5009590,0,1,0,0,1,0,0,0,2,7,225000,23.2393546753185,5.02405935782391,"Working","Married","House / apartment","Other",0,1
5009592,0,0,0,0,1,0,1,0,1,17,112500,64.4284276884536,0,"Pensioner","Single / not married","Rented apartment","Other",0,1
5009593,0,1,0,1,1,0,0,0,2,21,144000,47.5930375024812,2.43673723621977,"Working","Married","House / apartment","Core staff",0,1
5009602,0,1,0,1,1,0,0,0,2,42,315000,36.8385387790304,7.52376845520442,"Commercial associate","Married","House / apartment","Sales staff",0,3
5009603,0,0,0,1,0,0,0,1,3,37,112500,35.2423389939561,10.1850140659972,"Working","Married","House / apartment","Sales staff",0,1
5009607,0,0,0,1,1,0,0,2,4,23,144000,33.6132843247979,2.68862468086271,"Working","Married","House / apartment","High skill tech staff",0,1
5009617,1,1,0,0,0,0,1,0,2,55,225000,47.5492309903694,0,"Pensioner","Married","House / apartment","Other",0,1
5009620,1,1,0,1,0,0,0,0,2,41,135000,52.173555925173,0.271052793691862,"Working","Married","House / apartment","Drivers",0,1
5009625,0,0,0,1,0,0,0,0,2,41,238500,52.8552947699131,9.02414149503412,"Working","Married","House / apartment","Laborers",0,1
5009631,0,0,0,0,1,0,0,0,2,27,112500,27.0779002991163,5.60449564330547,"Working","Married","House / apartment","Laborers",0,1
5009633,1,1,0,1,0,0,0,1,3,23,144000,27.5132275132275,0.774827682977748,"Working","Married","House / apartment","Drivers",0,2
5009636,0,0,0,0,1,0,1,0,2,13,90000,58.6623955317358,0,"Pensioner","Married","House / apartment","Other",0,1
5009642,1,0,0,1,0,0,0,0,1,1,202500,23.2420925823254,2.52161235343642,"Commercial associate","Single / not married","With parents","Other",0,1
5009646,1,0,0,1,0,0,0,0,1,15,117000,40.2171160256542,10.0234775525849,"Working","Single / not married","House / apartment","Low-skill Laborers",0,1
5009651,0,0,0,0,1,0,0,0,2,60,135000,51.0619656803357,29.9417510284263,"State servant","Married","House / apartment","Other",0,1
5009660,1,0,0,1,0,0,0,0,1,40,225000,27.8335626330452,4.85704703039761,"Working","Single / not married","House / apartment","Other",0,3
5009664,0,0,0,0,0,0,1,0,1,27,126000,52.5431733711165,0,"Pensioner","Separated","House / apartment","Other",1,1
5009671,0,0,0,1,0,0,0,0,2,8,135000,43.2726202454534,1.18551373402602,"Commercial associate","Civil marriage","House / apartment","Core staff",0,1
5009673,0,0,0,0,1,0,1,0,1,30,90000,59.3797271675668,0,"Pensioner","Widow","House / apartment","Other",0,1
5009689,0,0,0,0,1,0,1,0,1,43,153000,63.7904953558252,0,"Pensioner","Separated","House / apartment","Other",0,1
5009694,1,1,0,0,1,1,0,0,2,45,1350000,35.5900531838436,4.27113493090207,"Commercial associate","Married","Municipal apartment","Managers",1,3
5009701,0,0,0,0,0,0,1,0,2,3,139500,57.1209538868012,0,"Pensioner","Married","House / apartment","Other",0,1
5009706,0,0,0,0,0,0,0,0,2,4,157500,31.8801891893742,0.941840010404047,"Working","Married","House / apartment","Managers",0,3
5009711,0,1,0,1,1,0,0,0,2,4,135000,30.3962435915864,1.18551373402602,"Working","Civil marriage","With parents","Sales staff",0,1
5009713,1,0,0,1,1,0,0,0,1,38,180000,25.6815677255522,4.69003470297131,"Working","Single / not married","House / apartment","Other",1,1
5009719,0,0,0,1,1,0,0,0,1,23,225000,52.88541174699,12.1864240881058,"Working","Single / not married","House / apartment","Other",0,1
5009724,0,0,0,0,1,0,0,0,2,41,135000,27.0696865780954,6.77358193528957,"Working","Married","House / apartment","Sales staff",0,3
5009729,1,1,0,1,0,0,0,0,2,4,292500,36.0801385380946,3.60582352820386,"Working","Married","House / apartment","Laborers",0,1
5009732,0,1,0,1,1,0,0,0,2,49,270000,52.9538594221647,20.0250518491139,"Commercial associate","Married","House / apartment","Managers",0,3
5009736,0,1,0,1,1,0,0,0,2,34,99000,40.1295030014306,12.0248875746935,"Working","Married","House / apartment","Core staff",0,1
5009742,0,0,0,1,1,0,0,0,2,14,135000,33.7529175821543,6.77358193528957,"Working","Married","House / apartment","Sales staff",0,1
5009745,0,1,0,1,1,0,0,0,2,46,315000,37.1178052937432,1.60441350609527,"Commercial associate","Married","House / apartment","Other",1,3
5009757,1,1,0,0,0,0,0,0,1,26,270000,24.8793609725046,4.60515958575467,"Working","Single / not married","House / apartment","Laborers",0,3
5009762,1,0,0,0,0,0,0,0,1,16,135000,38.6537711246637,8.69011684018152,"Working","Separated","House / apartment","Laborers",0,1
5009783,1,1,0,1,0,0,0,2,4,28,445500,40.8112418461707,18.6889532297036,"State servant","Married","Municipal apartment","Core staff",0,3
5009785,0,0,0,0,1,0,1,0,1,6,198000,60.2394299677611,0,"Pensioner","Widow","House / apartment","Other",0,1
5009799,0,1,0,1,1,0,0,0,2,57,382500,42.2595946528676,10.8558012827094,"Working","Married","House / apartment","Other",0,3
5009805,0,0,0,1,1,0,0,1,3,9,202500,32.3428954735552,8.94200428482447,"Working","Married","House / apartment","Sales staff",0,1
5009819,0,1,0,0,1,0,0,0,2,8,99000,40.74826998501,14.9407585371363,"Working","Married","House / apartment","Cooking staff",0,1
5009826,0,0,0,1,0,0,0,0,2,25,112500,43.1466765231319,1.0239772206137,"Working","Married","House / apartment","Sales staff",0,1
5009831,1,1,0,1,0,0,0,0,2,19,166500,28.5700596179251,4.69003470297131,"Working","Married","With parents","Core staff",0,3
5009837,0,0,0,0,0,0,0,0,2,43,135000,35.9213399316892,15.2720452849819,"State servant","Civil marriage","House / apartment","Medicine staff",0,1
5009839,1,1,0,0,0,0,0,0,2,33,202500,34.5961929403068,1.10885233783035,"Working","Civil marriage","House / apartment","Laborers",0,1
5009843,0,0,0,0,0,0,0,0,1,38,81000,49.0961484493179,4.02472330027311,"Commercial associate","Separated","House / apartment","Sales staff",1,1
5009844,1,1,0,1,0,0,0,0,2,13,180000,43.5354593181243,0.355927910908506,"Working","Married","House / apartment","Security staff",0,1
5009846,1,0,0,0,1,0,0,0,2,34,225000,33.6269738598329,1.10885233783035,"Commercial associate","Civil marriage","House / apartment","Managers",0,3
5009847,0,0,0,0,0,0,0,0,2,31,99000,27.6090542584721,1.85630095073821,"Commercial associate","Married","House / apartment","Sales staff",0,3
5009850,1,1,0,1,1,0,0,0,1,37,360000,28.1347324038139,1.52227629588561,"Commercial associate","Separated","With parents","Drivers",0,1
5009864,1,1,0,1,0,0,0,0,2,41,225000,39.8502364867177,3.35667399056791,"Working","Civil marriage","Rented apartment","Managers",0,3
5009872,1,1,0,1,0,0,0,2,4,38,427500,41.462863713834,17.5226048447264,"Commercial associate","Married","House / apartment","Managers",0,3
5009877,0,0,1,1,1,0,0,2,4,7,157500,42.4348207013149,3.52368631799421,"State servant","Married","House / apartment","Core staff",0,3
5009879,0,0,1,1,0,0,0,2,4,3,144000,26.9382670417599,5.02405935782391,"Working","Married","Municipal apartment","Laborers",0,1
5009880,0,0,1,0,1,0,1,0,2,14,157500,59.2346180961964,0,"Pensioner","Civil marriage","House / apartment","Other",0,1
5009889,1,1,1,0,0,1,0,0,1,14,270000,36.0637110960526,3.27179887335127,"Working","Single / not married","House / apartment","Managers",0,1
5009893,0,1,0,0,0,0,0,1,3,17,157500,32.8329808278062,6.43681937342998,"Working","Married","House / apartment","Private service staff",0,3
5009897,0,1,1,0,0,0,0,2,4,6,90000,30.4756428947891,1.10885233783035,"State servant","Married","House / apartment","Core staff",1,3
5009900,1,1,0,0,0,0,0,0,2,48,202500,52.3487819736203,10.0234775525849,"Working","Married","House / apartment","Drivers",0,1
5009914,0,0,1,0,1,0,0,2,4,53,99000,34.9137901531174,1.18551373402602,"Commercial associate","Married","House / apartment","Accountants",1,3
5009922,1,1,1,0,0,0,0,0,2,12,360000,54.6431480454766,20.4384758071692,"Working","Married","House / apartment","Laborers",0,3
5009934,0,0,1,0,0,0,0,2,4,10,157500,29.3229840448469,6.43681937342998,"Working","Married","House / apartment","Sales staff",0,1
5009944,0,0,1,1,0,1,0,0,1,26,135000,23.2229272332765,4.10959841748975,"Working","Single / not married","House / apartment","Other",1,2
5009945,0,1,0,0,0,1,1,2,4,13,99000,34.9247417811454,0,"Pensioner","Married","House / apartment","Other",0,1
5009946,0,1,1,0,0,0,0,2,4,30,90000,34.7440399186842,12.1864240881058,"State servant","Married","House / apartment","Cooking staff",0,1
5009951,1,0,1,0,0,0,1,0,2,9,90000,63.1991074423157,0,"Pensioner","Civil marriage","House / apartment","Other",0,1
5009952,1,1,1,0,0,0,0,0,2,44,112500,44.0145930443473,21.0243879066647,"Working","Married","House / apartment","Other",0,1
5009957,0,1,1,0,0,0,0,1,3,17,135000,45.4848491071001,8.85712916760782,"Working","Married","House / apartment","Other",0,1
5009965,0,1,1,0,0,0,0,0,2,15,180000,56.5213522522708,10.6039138380665,"State servant","Married","House / apartment","Medicine staff",0,1
5009988,1,1,1,0,0,0,1,0,1,50,495000,62.6077195288062,0,"Pensioner","Single / not married","House / apartment","Other",0,3
5009991,1,1,0,0,0,1,0,2,4,37,157500,40.3813904460735,6.52169449064662,"Working","Married","Office apartment","Drivers",0,1
5009993,0,0,1,0,0,0,0,0,2,52,135000,46.1036160906795,10.1083526698016,"Working","Married","House / apartment","Managers",0,2
5009994,1,1,1,0,0,0,0,1,3,42,360000,38.1664236774198,1.68928862331191,"Commercial associate","Married","House / apartment","Managers",0,1
5009999,0,1,0,0,1,1,0,1,3,58,157500,33.7583933961683,7.69078078263072,"Working","Married","House / apartment","Accountants",0,1
5010001,0,0,1,0,0,0,0,2,4,28,157500,33.5174575795533,5.60449564330547,"State servant","Married","House / apartment","Core staff",0,1
5010005,1,1,1,0,0,0,1,0,2,11,157500,63.853467216986,0,"Pensioner","Married","House / apartment","Other",0,1
5010007,0,0,1,0,1,0,0,1,3,52,112500,29.9143719583564,9.77432801494897,"State servant","Civil marriage","House / apartment","Secretaries",0,2
5010015,0,1,1,0,0,0,0,1,2,8,112500,35.3080487621238,1.94117606795485,"Commercial associate","Separated","House / apartment","Other",0,1
5010020,0,0,0,0,0,1,0,0,1,57,99000,29.6597466067065,6.85571914549922,"Commercial associate","Single / not married","With parents","Other",1,3
5010023,0,0,1,0,0,0,0,0,2,8,135000,56.8991834192352,6.35468216322033,"Working","Married","House / apartment","Laborers",1,1
